Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Wucan,The Rat Catcher,39,0.6,0.777,9,-10.12,0,0.0623,0.217,0.0162,0.104,0.314,142.2,325016,4,10
Left Lane Cruiser,Crackalacka,32,0.247,0.991,4,-5.016,1,0.149,1.95E-05,0.0307,0.331,0.387,117.331,237173,4,2
Phil Collins,Sussudio,67,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107,4,10
Half the Animal,Magic,43,0.539,0.654,1,-6.454,0,0.0813,0.0296,1.49E-06,0.0595,0.511,170.138,210820,5,-1
The Hunna,I Wanna Know,43,0.198,0.954,9,-4.011,1,0.201,0.000136,0.0115,0.535,0.414,85.026,217080,4,-1
Nmesh,A Face Without Eyes,35,0.617,0.602,9,-10.486,1,0.0289,0.0123,0.852,0.271,0.127,114.417,359410,4,-1
Talking Heads,Psycho Killer - 2005 Remaster,73,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4,-1
Childish Gambino,This Is America,73,0.854,0.463,5,-6.159,1,0.137,0.117,,0.354,0.549,120.024,225773,4,-1
Shlomo Artzi,◊ó◊ï◊ù ◊ô◊ï◊ú◊ô ◊ê◊ï◊í◊ï◊°◊ò - ◊ß◊ô◊°◊®◊ô◊î 1988,26,0.475,0.876,7,-7.099,0,0.109,0.231,2.49E-06,0.992,0.4,133.633,455627,4,-1
The Paul Butterfield Blues Band,One More Headache,34,0.703,0.437,2,-10.634,0,0.0462,0.237,,0.589,0.932,103.161,218825,4,2
Tasha Taylor,Weatherman,33,0.652,0.574,7,-9.092,1,0.208,0.355,9.66E-05,0.591,0.628,170.582,218027,4,2
Otis Rush,It's My Own Fault,3,0.31,0.946,7,-5.156,1,0.0899,0.0291,0.00238,0.704,0.489,108.103,605920,4,2
Carlos Cipa,Surges (variation),47,0.41,0.0123,,-29.161,0,0.0419,0.993,0.9,0.0871,0.0355,119.505,320000,4,-1
Ori Shochat,◊ó◊§◊• ◊ó◊©◊ï◊ì,24,0.716,0.576,4,-8.078,0,0.261,0.0367,5.10E-06,0.29,0.663,161.059,174903,4,-1
Radiohead,Karma Police,75,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32E-05,0.172,0.324,74.807,264067,4,10
"Ali Farka Touré, Toumani Diabaté",Be Mankan,38,0.583,0.206,4,-12.297,1,0.0416,0.9,0.38,0.123,0.483,123.362,5.116,3,-1
The Rolling Stones,Dancing With Mr. D,38,0.564,0.924,2,-3.585,1,0.0345,0.562,0.649,0.403,0.903,106.022,292360,4,10
Duran Duran,Ordinary World,73,0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12E-05,0.14,0.401,140.124,340200,4,9
F1rstman,Brokko,31,0.661,0.662,6,-5.958,0,0.412,0.623,1.94E-05,0.105,0.819,84.303,215455,4,9
Supertramp,Give A Little Bit,75,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173,4,10
Honey Lung,Sophomore,36,0.399,0.744,7,-8.303,1,0.0455,8.44E-05,0.0335,0.0497,0.125,91.918,353956,4,-1
Andreas K√ºmmert,Fukk Up,38,0.562,0.973,4,-4.995,0,0.0515,8.69E-05,0.00303,0.497,0.768,140.009,190393,4,-1
Radiohead,15 Step,62,0.598,0.854,1,-7.584,1,0.0422,0.0477,0.338,0.0934,0.844,94.458,237293,4,10
Ehud Banai,◊û◊û◊©◊ô◊ö ◊ú◊†◊°◊ï◊¢,22,0.544,0.493,9,-10.454,0,0.0362,0.0549,0.000691,0.1,0.454,68.813,205027,4,-1
PnB Rock,Rose Gold (feat. King Von),66,0.574,0.623,,-5.096,0,0.191,0.184,,0.103,0.529,79.993,192000,4,-1
Mahendra Kapoor,Jahan Daal Daal Pe,12,0.304,0.639,6,-11.765,0,0.0503,0.939,0.388,0.677,0.74,77.417,0.68745,5,9
"Fall, Fall, Fall",Caamp,59,0.569,0.146,6,-12.568,1,0.046,0.905,0.00951,0.106,0.216,116.928,4.686333333,3,-1
Les conches velasques,Borr√≥n enchufe,25,0.492,0.478,6,-6.104,1,0.0341,0.334,0.862,0.106,0.251,133.135,235838,3,-1
Stand Atlantic,Lavender Bones,55,0.55,0.936,8,-2.881,1,0.0774,0.000208,2.60E-06,0.302,0.761,158.02,204253,4,9
Eyez,Drinks On Me,45,0.91,0.505,9,-10.815,1,0.318,0.552,1.13E-06,0.124,0.566,100.048,153900,4,-1
Phoebe Green,Golden Girl,24,0.537,0.726,7,-3.578,1,0.0363,0.000325,0.00151,0.281,0.391,135.066,195400,4,6
Spinabenz,Who I Smoke,75,0.815,0.737,11,-6.968,1,0.188,0.1,,0.123,0.293,99.95,134187,4,-1
Britney Spears,3,64,0.697,0.709,5,-1.917,0,0.0455,0.0452,,0.138,0.787,134.91,3.552883333,4,9
Eric Gales,Carry Yourself,39,0.675,0.575,7,-4.896,0,0.0303,0.736,0.0171,0.119,0.778,85.962,323427,4,2
"Ashnikko, Princess Nokia",Slumber Party (feat. Princess Nokia),82,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95E-05,0.101,0.563,105.012,2.973416667,4,-1
Davey Suicide,Medicate Me,37,0.484,0.948,10,-3.825,1,0.103,0.000169,,0.581,0.314,107.611,229513,4,8
INHEAVEN,Treats,24,0.458,0.976,6,-5.244,0,0.157,5.51E-05,0.000178,0.172,0.204,129.968,214480,4,-1
Avril Lavigne,Innocence,58,0.389,0.711,1,-3.664,0,0.0343,0.148,,0.202,0.337,137.756,232200,4,-1
MoonSun,Wanted and Wild,35,0.23,0.913,8,-6.029,0,0.131,0.00893,4.32E-06,0.0784,0.646,194.796,211754,3,8
Sevendust,Black,55,0.565,0.968,1,-5.165,1,0.0568,1.33E-05,0.188,0.089,0.693,108.003,248906,4,8
Paul McCartney,Maybe I‚Äôm Amazed - Remastered 2011,67,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,229827,4,-1
Dudu Tassa,◊õ◊û◊î ◊ú◊ë,24,0.48,0.909,7,-4.405,0,0.0491,0.0661,0.000204,0.0946,0.55,191.975,233707,4,-1
Danzig,Killer Wolf,37,0.63,0.609,7,-8.824,0,0.0269,0.00405,0.00451,0.163,0.238,115.872,239200,3,-1
"R. D. Burman, Sapan Chakraborty",Golmaal Hai Bhai Sab Golmaal,21,0.622,0.33,7,-14.428,1,0.0435,0.615,0.00169,0.188,0.868,96.652,4.940666667,4,9
Nick Drake,Pink Moon,44,0.638,0.256,3,-15.68,1,0.0492,0.819,0.0707,0.145,0.438,82.479,2.05555,4,0
Gucci Mane,Miss My Woe (feat. Rico Love & Chris Bosh),46,0.693,0.682,9,-6.131,1,0.331,0.0918,,0.186,0.193,159.95,258480,4,5
Shazamat,◊ú◊¶◊ê◊™ ◊û◊î◊ß◊ï◊§◊°◊ê,19,0.625,0.598,8,-8.623,1,0.0374,0.0163,0.00305,0.131,0.116,110.076,264114,4,-1
Kishore Kumar,Mere Samnewali Khidki Mein,26,0.705,0.591,7,-9.549,0,0.217,0.839,0.000476,0.0968,0.768,139.782,2.86955,4,9
Coach Party,Everybody Hates Me,41,0.556,0.885,10,-5.917,1,0.0397,0.00283,0.0137,0.144,0.556,137.969,154391,4,-1
MK,Chemical,19,0.717,0.762,9,-7.419,1,0.0398,0.0456,0.758,0.0866,0.408,122.022,162318,4,-1
Hollysiz,Thank You All I'm Fine,40,0.702,0.662,3,-6.642,0,0.0327,0.00477,7.20E-05,0.112,0.67,112.012,209253,4,6
Aviv Geffen,◊ú◊ô◊ú◊ï◊™ ◊ú◊ë◊†◊ô◊ù,23,0.336,0.522,1,-7.12,0,0.0311,0.0665,0.00599,0.0949,0.0369,161.719,206627,4,-1
Staind,Outside,59,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564,293133,4,8
NOROZ,◊§◊®◊§◊®◊ô◊ù,23,0.682,0.501,10,-5.528,1,0.0598,0.589,0.000212,0.0804,0.368,97.045,106141,4,-1
GRACEY,Like That,58,0.827,0.666,,-6.141,0,0.052,0.121,5.37E-05,0.2,0.706,114.082,166840,4,-1
King Tuff,Ultraviolet,39,0.172,0.871,,-6.698,1,0.0586,1.63E-05,0.000243,0.353,0.471,147.337,262309,4,10
Bob Moses,Save a Prayer - Acoustic,39,0.455,0.37,,-8.528,1,0.0299,0.871,1.81E-06,0.162,0.32,114.17,230267,4,-1
Kavinsky,Nightcall - Breakbot Remix,26,0.804,0.661,9,-4.444,0,0.0317,0.343,0.174,0.117,0.886,108.967,219813,4,-1
Mississippi Fred McDowell,Kokomo Blues,32,0.554,0.247,8,-15.957,1,0.0385,0.818,8.38E-06,0.0795,0.466,107.45,125373,4,2
Genesis,Firth Of Fifth - Remastered 2008,51,0.247,0.594,4,-9.71,0,0.0408,0.0214,0.0999,0.196,0.303,74.92,574840,4,-1
Cordae,Dream in Color,69,0.845,0.341,4,-10.48,0,0.358,0.77,,0.154,0.377,126.011,182974,4,-1
Young Buck,Shorty Wanna Ride,60,0.582,0.621,11,-6.183,0,0.283,0.00317,,0.111,0.331,179.458,261320,4,5
Pop Smoke,Dior (with Gunna) - Remix,67,0.73,0.816,7,-5.402,1,0.304,0.177,1.23E-05,0.415,0.803,142.054,230387,4,-1
Esencia Vud√∫,Enciende la mecha,14,0.555,0.832,2,-4.467,1,0.0423,0.0236,1.07E-05,0.107,0.573,142.025,272454,4,10
"Normani, Cardi B",Wild Side (feat. Cardi B),81,0.74,0.576,6,-6.744,0,0.146,0.0249,,0.104,0.315,110.095,3.49126667,4,-1
Nightflyer,Allison Russell,53,0.482,0.333,2,-9.78,1,0.0636,0.705,,0.106,0.414,73.271,4.925783333,4,-1
The Pale White,Swim For Your Life,48,0.31,0.806,8,-4.936,0,0.126,0.00739,,0.177,0.432,202.078,262842,4,-1
Eddie Cochran,C’Mon Everybody,57,0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,1.97045,4,10
Breathe Panel,Spring,22,0.57,0.838,8,-8.849,1,0.0469,0.0257,0.81,0.12,0.409,136.018,186094,4,6
The White Stripes,The Hardest Button to Button,65,0.693,0.514,4,-8.489,0,0.0675,0.00972,0.323,0.103,0.553,128.47,212427,4,10
The Black Keys,The Only One,52,0.417,0.704,1,-6.041,0,0.0365,0.514,0.0455,0.228,0.688,105.211,300611,4,2
Randy Travis,I Told You So,48,0.633,0.325,9,-9.05,1,0.0268,0.347,,0.114,0.229,79.079,3.665783333,4,4
Justin Nozuka,No Place In Mind,,0.335,0.443,4,-9.565,1,0.0382,0.722,3.78E-05,0.0921,0.184,169.135,4.73396667,4,-1
Jas Shaw,Rhyme undisturbed,27,0.674,0.0751,9,-17.077,1,0.0393,0.983,0.941,0.114,0.0778,106.658,199515,5,-1
Lama House,The Second Moon,46,0.184,0.234,2,-17.895,1,0.0352,0.789,0.931,0.0752,0.0552,62.247,3.4863,4,-1
Ronnie Milsap,What a Difference You've Made in My Life,,0.422,0.537,5,-10.214,1,0.0276,0.528,0.000238,0.182,0.43,96.198,3.98445,4,4
Porridge Radio,Good For You,44,0.331,0.874,7,-7.521,0,0.06,0.317,0.000408,0.342,0.414,169.823,215581,4,6
Glassjaw,Ape Dos Mil,49,0.333,0.851,7,-5.293,1,0.0948,0.0101,,0.277,0.44,108.25,303093,4,-1
Rhodes Rodosu,Prysm,26,0.757,0.827,1,-7.095,1,0.402,0.0252,4.51E-05,0.104,0.648,118.075,250694,4,-1
The Velvet Underground,Sweet Jane - Full Length Version; 2015 Remaster,63,0.619,0.637,2,-7.369,1,0.0286,0.015,,0.374,0.936,105.205,246307,4,10
Ravi,Soul of Life,24,0.375,0.163,1,-19.304,1,0.0365,0.969,0.939,0.0975,0.46,95.648,5.743333333,4,-1
"Ilaiyaraaja, K. J. Yesudas",Surmayee Ankhiyon Mein - Sad Version,25,0.503,0.22,1,-11.305,1,0.0395,0.848,1.23E-05,0.159,0.131,84.85,1.291666667,4,9
Barrett Strong,Money (That's What I Want) - Single Version / Mono,54,0.656,0.813,5,-7.324,1,0.033,0.349,,0.114,0.96,132.313,158493,4,-1
Kavinsky,Testarossa (SebastiAn Remix),42,0.601,0.807,1,-6.487,1,0.0392,0.000209,0.808,0.225,0.412,130.019,298080,4,-1
Melanie Martinez,Training Wheels,,0.573,0.48,9,-7.179,1,0.0448,0.695,,0.089,0.0802,113.762,205680,4,-1
joey maxwell,too much,33,0.608,0.844,3,-7.486,1,0.0437,0.311,0.0264,0.0982,0.499,136.1,172813,4,-1
Duncan Sheik,Barely Breathing,60,0.482,0.807,,-6.976,1,0.0457,0.0281,,0.177,0.516,187.918,254547,4,-1
"Udit Narayan, Alka Yagnik, Sapna Awasthi",Pardesi Pardesi,45,0.507,0.794,1,-11.153,1,0.0429,0.51,0.000234,0.344,0.932,91.798,7.472216667,4,3
Milky Chance,Stolen Dance,78,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4,-1
Amorphous,Back Together,54,0.676,0.75,,-6.343,1,0.0391,0.00328,2.06E-05,0.395,0.485,106.999,249045,4,-1
Overcoats,The Fool,45,0.564,0.91,1,-5.392,0,0.0401,0.0113,0.0168,0.108,0.773,95.709,189533,4,-1
Metric,Synthetica,39,0.373,0.862,,-3.988,1,0.0383,4.78E-05,0.00486,0.109,0.21,158.932,234707,4,-1
Fleetwood Mac,Big Love,61,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,223733,4,10
Weezer,All My Favorite Songs,67,0.605,0.7,4,-6.47,1,0.0277,0.00998,,0.116,0.588,84.962,170720,4,1
"Mani Sharma, Amit Heri, Sudha Ragunathan, Ranjani Ramakrishnan",Thaye Yashoda,27,0.499,0.714,1,-11.382,0,0.0662,0.351,,0.113,0.398,87.486,5.95205,4,9
"Kota Banks, MOZA",Empty Streets (Acoustic Version),,0.572,0.415,2,-8.761,1,0.0319,0.844,,0.111,0.496,127.839,3.8125,4,9
Shalom Hanoch,◊§◊™◊ï◊ó◊ô◊ù ◊ú◊ê◊î◊ë◊î,15,0.52,0.932,4,-2.705,0,0.047,0.000159,0.000846,0.0423,0.615,128.384,262027,4,-1
Jammz,Keep It Simple,16,0.821,0.339,2,-7.216,1,0.443,0.317,0.33,0.114,0.188,142.851,269890,4,-1
Eviatar Banai,◊û◊©◊î◊ï ◊ë◊î,22,0.587,0.732,9,-7.06,0,0.028,0.193,1.96E-05,0.244,0.141,109.992,179587,4,-1
Phora,colorblind,53,0.72,0.371,7,-7.439,1,0.299,0.548,,0.105,0.175,80.003,192005,4,-1
Lost Society,No Absolution,43,0.523,0.94,9,-4.74,1,0.0532,2.64E-05,0.00861,0.18,0.425,124.027,249893,4,8
Elder,In Procession,32,0.22,0.933,5,-7.672,1,0.0642,0.000243,0.166,0.143,0.285,98.043,561227,3,8
Khruangbin,Texas Sun,74,0.635,0.631,7,-10.007,1,0.0343,0.0378,0.138,0.0997,0.619,111.563,252812,4,-1
Larry Tee,Licky (Work It Out) - Herv√© Goes Low Remix,18,0.943,0.891,7,-3.567,1,0.366,0.0477,0.000181,0.0704,0.679,125.959,359987,4,-1
Parquet Courts,Borrowed Time,35,0.407,0.738,,-7.249,1,0.0309,0.0303,0.83,0.574,0.821,92.334,152049,4,6
Coldplay,Higher Power,85,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44E-05,0.261,0.489,178.032,211295,4,-1
Wadali Brothers,Yaad Piya Ki Aaye,19,0.459,0.587,3,-6.505,1,0.0322,0.499,1.31E-05,0.116,0.212,133.936,5.236666667,4,-1
The Game,Hate It Or Love It,75,0.802,0.785,9,-4.781,1,0.207,0.14,,0.123,0.435,99.998,206400,4,5
overpass,Stop the Clock,17,0.512,0.624,2,-6.381,1,0.0292,3.49E-05,0.00017,0.109,0.575,108.018,227027,4,-1
88rising,Freaks,50,0.755,0.82,1,-7.967,0,0.0476,0.0019,1.91E-06,0.0804,0.504,126.981,133803,4,-1
Kenny Chesney,Never Wanted Nothing More,52,0.528,0.742,7,-7.044,1,0.0526,0.0412,1.99E-05,0.236,0.746,177.842,3.462,4,4
Vampire Weekend,A-Punk,70,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760,4,6
Wishbone Ash,Phoenix,30,0.306,0.591,4,-10.518,0,0.0615,0.0929,0.298,0.106,0.317,91.349,627267,3,10
Built To Spill,Carry the Zero,57,0.264,0.812,4,-5.651,1,0.031,1.35E-05,0.108,0.0962,0.458,94.095,343893,4,6
Lucinda Williams,You Can't Rule Me,45,0.379,0.83,2,-5.351,0,0.0474,0.00198,0.000941,0.171,0.46,134.037,241433,4,4
Tempalay,„Ç∑„É≥„Ç¥,39,0.577,0.923,6,-5.551,1,0.0693,0.0829,,0.177,0.594,95.886,225984,4,6
The Miracles,Shop Around,51,0.552,0.7,7,-4.533,1,0.0295,0.809,,0.805,0.901,132.005,170760,4,-1
Jackie Hayes,dead end,47,0.607,0.745,,-7.49,0,0.0322,3.80E-05,0.00725,0.098,0.438,153.008,140000,4,-1
White Denim,It Might Get Dark,40,0.441,0.752,7,-5.757,1,0.132,0.035,0.000553,0.0902,0.492,140.239,216920,4,-1
BOYO,Waiter,28,0.641,0.864,9,-5.475,1,0.0524,0.228,0.0132,0.191,0.692,149.913,197600,4,9
Slade,Cum on Feel the Noize,56,0.398,0.86,7,-4.574,1,0.0663,0.00155,0.683,0.154,0.564,138.09,264880,4,10
Michael Landau,Gettin Old,21,0.71,0.586,9,-8.671,1,0.0482,0.23,0.0146,0.111,0.448,116.952,197238,4,2
Dave and Sugar,The Door Is Always Open,37,0.455,0.479,5,-10.417,1,0.0272,0.499,,0.121,0.826,188.482,2.73,4,4
Ida Mae,Deep River (feat. Marcus King),40,0.431,0.84,,-4.365,1,0.06,0.0507,,0.0997,0.4,176.264,269887,4,2
Joy Williams,Till Forever (Acoustic),40,0.491,0.172,9,-10.64,1,0.0343,0.933,1.00E-05,0.0932,0.279,151.779,3.93311667,4,-1
Walk Off the Earth,The Best,53,0.612,0.346,6,-10.213,1,0.0297,0.881,0.000222,0.126,0.15,135.763,2.9487,4,-1
Caroline Jones,Chasin' Me,52,0.704,0.662,5,-4.656,1,0.024,0.581,,0.148,0.624,107.993,4.14055,4,-1
Yves Jarvis,For Props,35,0.566,0.574,8,-10.725,0,0.0357,0.241,0.381,0.163,0.716,125.517,223762,4,-1
Bishop Briggs,The Way I Do - Acoustic,31,0.381,0.283,7,-7.079,0,0.0302,0.891,,0.183,0.263,75.786,233053,4,-1
The Cars,Just What I Needed,71,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,225627,4,9
Katastro,The Way I Feel,44,0.74,0.606,1,-6.821,0,0.039,0.0497,,0.186,0.493,95.024,157640,4,10
Van Halen,Eruption - 2015 Remaster,64,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,102080,4,8
The 1975,Tonight (I Wish I Was Your Boy),59,0.478,0.456,7,-6.844,1,0.0529,0.122,1.98E-05,0.214,0.268,171.9,247265,4,-1
Earth Groans,My Own Summer (Shove It),33,0.45,0.882,1,-3.52,1,0.0386,1.58E-05,2.06E-06,0.0758,0.236,144.018,215833,4,8
Aretha Franklin,Spirit in the Dark,43,0.557,0.498,5,-9.094,1,0.11,0.406,,0.148,0.793,132.274,243827,4,2
Gucci Mane,Make Love,52,0.972,0.563,11,-6.983,1,0.156,0.00528,0.00257,0.111,0.217,129.984,300160,4,5
Queens of the Stone Age,Feel Good Hit Of The Summer,49,0.432,0.642,1,-7.069,0,0.0342,0.177,0.0277,0.0936,0.422,165.534,265347,4,10
Mot√∂rhead,Hellraiser,48,0.538,0.835,11,-7.637,1,0.0265,3.24E-05,2.70E-06,0.219,0.667,97.958,275160,4,-1
Miri Mesika,◊ë◊ê◊î ◊ê◊ú◊ô◊õ◊ù,30,0.38,0.793,2,-5.394,0,0.0468,0.0111,3.10E-06,0.063,0.516,88.184,178160,4,-1
Great White,House Of Broken Love,49,0.581,0.468,9,-15.763,0,0.0314,0.0251,0.0845,0.0831,0.49,116.04,358427,3,8
The Cranberries,Shattered,48,0.497,0.435,,-8.376,0,0.0309,0.618,,0.126,0.178,125.965,222200,4,-1
Papa Roach,Born For Greatness,66,0.525,0.85,9,-5.469,0,0.0678,0.0571,,0.0555,0.275,134.115,227847,4,8
–£–ª–∏—Ü–∞ –í–æ—Å—Ç–æ–∫,–ü–æ—Å–ª–µ–¥–Ω–∏–π –≤–∞–ª—å—Å,26,0.43,0.928,4,-2.873,0,0.172,0.0109,0.00223,0.232,0.353,165.826,156687,4,-1
Def Leppard,Let It Go,52,0.409,0.915,2,-7.205,1,0.0667,0.00444,0.0022,0.342,0.409,138.143,283186,4,8
"Lata Mangeshkar, Hariharan",Kabhi Main Kahoon,29,0.443,0.636,1,-11.448,1,0.0476,0.534,0.000537,0.28,0.708,110.693,7.4127,4,3
Mike Zito,Keep Coming Back - Live,28,0.221,0.826,2,-8.772,1,0.266,0.219,0.0155,0.92,0.514,177.575,275033,4,2
Bobby Rush,You Got the Goods on You,11,0.936,0.583,11,-6.375,1,0.0353,0.523,0.000385,0.105,0.956,98.052,243045,4,2
Abhijeet,Humko Tumse Pyar Hai,40,0.85,0.765,2,-6.487,1,0.135,0.0503,0.000268,0.837,0.73,124.891,5.13445,4,3
Jerry Portnoy,Mood Room Boogie,15,0.328,0.757,11,-6.198,0,0.192,0.515,0.848,0.0827,0.643,170.571,253133,4,2
Tracy Chapman,Baby Can I Hold You? - Live,3,0.475,0.579,2,-7.965,1,0.0265,0.13,0.00287,0.895,0.383,77.178,3.358666667,4,-1
Bag Raiders,Shooting Stars,70,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,235813,4,1
Yuval Dayan,◊©◊¢◊î ◊ó◊ú◊§◊î,27,0.653,0.776,2,-4.396,0,0.0292,0.453,1.61E-05,0.111,0.593,88.041,227227,4,-1
Joyner Lucas,Isis,73,0.884,0.936,1,-3.931,1,0.167,0.206,,0.262,0.758,120.004,236501,4,-1
Jamie O'Neal,There Is No Arizona,52,0.467,0.619,8,-6.046,0,0.0345,0.216,,0.0886,0.346,167.907,3.935116667,4,-1
The Wytches,Meat Chuck,20,0.264,0.744,6,-6.954,1,0.083,0.156,0.626,0.0841,0.121,125.554,273024,4,10
Kip Tyler,Rumble Rock,23,0.344,0.86,,-5.748,0,0.0622,0.385,0.00426,0.446,0.635,83.076,133480,3,10
Mastodon,The Motherload,56,0.363,0.971,5,-2.974,0,0.0776,7.10E-06,0.00358,0.0797,0.347,146.018,299787,4,8
Astral Plane,Valerie June,51,0.305,0.264,9,-10.828,1,0.0408,0.801,0.11,0.0648,0.208,172.984,3.644,4,-1
The Violent Youth,–°–Ω–µ–≥,30,0.611,0.788,,-9.017,1,0.0327,0.00726,0.334,0.109,0.685,110.033,218182,4,-1
Through The Roots,Words As Weapons,41,0.671,0.643,1,-6.036,1,0.24,0.048,,0.342,0.629,152.059,198768,4,10
While She Sleeps,SYSTEMATIC,61,0.528,0.961,10,-4.621,0,0.107,0.000149,0.000146,0.102,0.441,130.038,176695,4,8
Eliad,◊ñ◊û◊ü,31,0.586,0.55,1,-8,1,0.0347,0.37,,0.111,0.464,137.82,230304,4,-1
The Beat,Mirror in the Bathroom,54,0.624,0.702,7,-7.399,1,0.0784,0.0855,0.0674,0.0365,0.951,171.22,186733,4,-1
Yuval Dayan,◊©◊®◊ß ◊™◊ó◊ô◊ô◊ö,55,0.36,0.317,2,-9.483,1,0.034,0.827,1.83E-06,0.101,0.278,178.236,196824,3,-1
Foreign Air,Wake Me Up,45,0.229,0.915,10,-4.939,0,0.0762,0.0103,0.471,0.104,0.305,177.989,222760,3,-1
Kota the Friend,Outside,64,0.86,0.749,1,-6.556,0,0.0905,0.342,,0.446,0.6,99.989,203794,4,-1
Katastro,The Way I Feel,44,0.74,0.606,1,-6.821,0,0.039,0.0497,,0.186,0.493,95.024,157640,4,10
Burt Mitchell,My Mistake,54,0.299,0.0927,5,-21.554,1,0.032,0.976,0.86,0.194,0.145,94.891,4.9625,4,-1
Osaka Blue,Use Me Up,18,0.657,0.806,11,-6.665,1,0.0519,0.102,0.0157,0.106,0.748,154.848,147600,4,-1
Calvin Harris,Acceptable in the 80's - Tom Neville Remix,10,0.767,0.838,6,-5.51,0,0.077,0.000951,0.408,0.0406,0.781,125.985,431973,4,-1
Rizzle Kicks,Mama Do The Hump,57,0.719,0.889,7,-4.088,1,0.127,0.00722,,0.0731,0.562,97.987,216013,4,-1
Sam Sparro,Happiness - The Magician Remix,31,0.733,0.671,10,-5.15,0,0.0374,0.00608,0.672,0.109,0.251,120.021,218025,4,-1
Steve Miller Band,Wild Mountain Honey,26,0.439,0.634,4,-9.989,1,0.0349,0.0597,0.0343,0.961,0.348,105.564,221427,4,10
Guitar Slim,Well I Done Got Over It,21,0.622,0.318,10,-13.1,0,0.0762,0.341,,0.0999,0.855,125.856,147440,4,2
XTC,Generals And Majors - 2001 Remaster,46,0.61,0.895,10,-7.029,1,0.0289,0.0118,3.00E-05,0.048,0.933,141.364,244507,4,9
Vani Jairam,Hari Bin Kaise Jivoon Ri,1,0.265,0.347,2,-14.011,1,0.039,0.979,0.000193,0.0743,0.55,174.681,3.635116667,4,9
Larry June,Wait On Me,53,0.439,0.854,3,-7.005,0,0.383,0.285,,0.0823,0.586,148.73,192000,4,-1
St. Vincent,Down,59,0.713,0.794,7,-8.173,1,0.0943,0.197,0.000232,0.603,0.961,155.942,206427,4,9
Casper The Ghost,Again,54,0.572,0.73,5,-7.617,1,0.0358,0.00479,,0.104,0.635,148.052,158973,4,-1
Para One,Dudun-Dun - Boys Noize Remix,14,0.702,0.594,9,-6.401,1,0.262,0.000157,0.603,0.084,0.521,126.015,376747,4,-1
Machine Head,From This Day,50,0.366,0.987,1,-6.613,0,0.197,0.000476,5.91E-06,0.374,0.118,111.089,236493,4,8
The Animals,House of the Rising Sun,74,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3,10
R3HAB,Good Example (with Andy Grammer) - Acoustic,44,0.62,0.406,6,-9.419,1,0.0416,0.577,,0.099,0.224,90.048,165333,4,-1
Patrick Belaga,Grey Eye,31,0.286,0.189,10,-18.143,1,0.0386,0.988,0.811,0.137,0.0614,128.608,268544,3,-1
Westlife,I'll See You Again,3,0.33,0.348,5,-8.885,1,0.0302,0.106,,0.257,0.0674,136.289,5.297116667,4,-1
Hey Mercedes,Eleven to Your Seven,32,0.334,0.979,6,-4.529,0,0.116,3.78E-05,7.11E-05,0.342,0.307,163.803,234600,4,-1
LUNA AURA,HONEY,55,0.468,0.902,9,-4.838,1,0.132,0.0325,2.65E-06,0.0664,0.451,119.017,155680,4,-1
Pom Pom Squad,Lux,38,0.492,0.926,11,-5.666,1,0.208,3.23E-06,0.00132,0.505,0.407,121.172,99762,4,-1
The Modern Lovers,Roadrunner,58,0.462,0.84,2,-6.667,1,0.0346,5.05E-05,6.47E-05,0.0893,0.805,75.542,246440,4,-1
GUM,Airwalkin',36,0.598,0.875,7,-5.66,1,0.31,0.0491,0.00114,0.342,0.616,168.871,215969,4,10
Stand Atlantic,"deathwish (feat. nothing,nowhere.)",63,0.758,0.779,8,-4.405,1,0.038,0.000717,,0.109,0.588,124.987,147908,4,9
Geeder,It´s Easy To Remember,58,0.523,0.186,5,-14.25,0,0.0425,0.959,0.636,0.0961,0.376,114.887,3.547966667,4,-1
